Feature,Score
customerID_6082-GLJIX,0.009121697302417076
customerID_2379-ENZGV,0.009111222242445871
customerID_2798-NYLMZ,0.009109359327418076
customerID_4912-PIGUY,0.009103989643999721
customerID_1226-IENZN,0.009094420987554308
customerID_0280-XJGEX,0.009093371869057565
customerID_2057-BOYKM,0.009074434671495712
customerID_8402-OOOHJ,0.009073928930489306
customerID_9337-SRRNI,0.00906457400857974
customerID_1573-LGXBA,0.009059832450664329
customerID_7633-MVPUY,0.009055973996453748
customerID_6919-ELBGL,0.00904084825075313
customerID_7488-MXJIV,0.009034172049147138
customerID_9236-NDUCW,0.009033179643633815
customerID_8510-TMWYB,0.009020015606655551
customerID_4385-GZQXV,0.009009979201103357
customerID_4644-PIZRT,0.009009230092037246
customerID_4393-GEADV,0.009000446787252647
customerID_8780-YRMTT,0.008994572512816656
customerID_6243-OZGFH,0.008989196257495502
customerID_2450-ZKEED,0.008978002136335705
customerID_4115-UMJFQ,0.008965024442225467
customerID_8541-QVFKM,0.00895858028509644
customerID_3211-AAPKX,0.008949654271615426
customerID_9167-APMXZ,0.008937954518593916
customerID_6776-TLWOI,0.008935318959734762
customerID_1343-EHPYB,0.008921692812096094
customerID_5510-BOIUJ,0.008920646195283544
customerID_6621-YOBKI,0.0089154811778005
customerID_4291-HYEBC,0.008910935326049252
customerID_3327-YBAKM,0.008909723588467644
customerID_0468-YRPXN,0.008899947935748997
customerID_3312-ZWLGF,0.008885895863798066
customerID_2674-MIAHT,0.008857327635406476
customerID_8229-TNIQA,0.008848780547503932
customerID_1020-JPQOW,0.00884386565587647
customerID_1142-WACZW,0.008807944004625812
customerID_3703-TTEPD,0.008789300517259901
customerID_4250-ZBWLV,0.008779637796450412
customerID_0487-RPVUM,0.008777302540881715
customerID_7883-ROJOC,0.008762137561209027
customerID_4636-OLWOE,0.00875184917345373
customerID_9667-TKTVZ,0.008740181170829864
customerID_8016-NCFVO,0.008737075183322673
customerID_7409-KIUTL,0.008731867340154631
customerID_2521-NPUZR,0.008724214988041101
customerID_8859-DZTGQ,0.008705969854396312
customerID_7250-EQKIY,0.008686141770563927
customerID_3030-YDNRM,0.008681617080781745
customerID_4163-NCJAK,0.0086722117227378
customerID_4323-SADQS,0.008657060509284387
customerID_7181-OQCUT,0.008648280935793284
customerID_3258-SANFR,0.008644972636930204
customerID_5356-CSVSQ,0.008644352051714321
customerID_5087-SUURX,0.008624757600135258
customerID_0780-XNZFN,0.008615772382329467
customerID_5546-QUERU,0.008613118957849997
customerID_1930-BZLHI,0.008612948277527899
customerID_2495-TTHBQ,0.008608631928244126
customerID_8314-HTWVE,0.008605479174355501
customerID_8563-IIOXK,0.008602714766524633
customerID_1265-BCFEO,0.008593414887841488
customerID_9995-HOTOH,0.008587395369870077
customerID_5047-LHVLY,0.008583799498069311
customerID_0461-CVKMU,0.00857715148316518
customerID_7537-RBWEA,0.008564857591588204
customerID_9371-BITHB,0.008551052818517091
customerID_6907-NZZIJ,0.00855053157575858
customerID_6527-PZFPV,0.008522289963586616
customerID_5569-KGJHX,0.00850872775958389
customerID_2215-ZAFGX,0.008505357959430082
customerID_1493-AMTIE,0.008503502027082943
churn_risk_segment_Medium Risk,0.008490839868594557
customerID_8123-QBNAZ,0.008487962477556676
customerID_6952-OMNWB,0.008485685156698342
customerID_7472-EQOAV,0.008483169659515788
customerID_0562-KBDVM,0.008475912649031692
customerID_3278-FSIXX,0.008469128753894495
customerID_7446-YPODE,0.008460783799143279
customerID_3583-KRKMD,0.008447265716190477
customerID_3612-YVGSJ,0.008444432239695265
customerID_5950-AAAGJ,0.008437407634017902
customerID_9518-IMLHK,0.00842387877222639
